age,weekly_watch_hours,skip_rate,avg_rating_given,logins_per_week,subscription_type,content_diversity_score,days_since_last_login,notifications_clicked,watch_streak_days,engagement_level
26,0.54,0.56,4.7,3,Free,0.87,4,5,28,2
54,6.38,0.11,3.5,3,Premium,0.38,31,2,22,1
24,7.15,0.14,4.2,6,Premium,0.56,19,2,5,1
41,,0.3,1.7,4,Basic,0.95,22,1,27,2
31,2.36,0.28,1.8,2,Free,0.65,39,3,21,0
20,3.63,0.6,3.1,3,Basic,0.68,45,3,18,0
25,14.85,0.82,1.7,7,Premium,0.25,53,4,7,0
18,1.73,,3.5,1,Premium,0.67,48,1,7,0
28,14.03,0.26,2.2,6,Basic,0.39,54,4,19,1
58,,0.25,4.2,7,Basic,0.91,51,3,23,1
64,11.49,0.97,4.2,6,Basic,0.13,1,3,12,1
45,10.0,0.01,2.9,5,Premium,0.29,18,0,29,2
60,1.86,0.88,1.7,8,Basic,0.07,25,0,27,0
21,6.73,,,3,Free,0.38,35,3,8,0
32,16.18,0.95,5.0,2,Basic,0.15,13,4,20,2
60,4.53,0.34,3.5,3,Premium,0.85,6,3,18,2
34,27.19,0.44,1.1,3,Basic,0.93,56,3,6,2
57,4.81,0.71,1.1,3,Basic,0.67,15,5,28,1
50,,,2.3,3,Basic,0.1,9,1,19,0
61,3.95,0.32,1.8,5,Basic,0.34,42,3,7,0
41,24.24,0.55,4.3,1,Free,0.96,21,8,26,2
20,3.08,0.73,,4,Basic,0.14,25,4,10,0
44,16.21,0.04,2.0,2,Free,0.56,4,6,2,2
52,17.05,0.01,2.3,3,Premium,0.35,56,4,16,1
35,3.45,0.46,1.9,4,Premium,1.0,11,5,4,1
64,0.7,0.13,4.6,8,Free,0.29,23,0,5,0
36,10.32,0.66,,2,Premium,0.05,55,2,27,0
25,2.99,,,4,Free,0.7,23,2,14,1
20,12.22,0.43,2.7,4,Basic,0.33,14,3,8,1
51,4.68,,3.5,6,Free,0.66,23,3,18,1
21,,0.55,2.5,5,Free,0.1,23,2,5,0
41,12.04,,2.4,2,Premium,0.52,41,2,7,1
19,3.85,0.02,3.5,4,Premium,0.38,25,3,11,1
54,4.68,0.05,,5,Basic,0.54,54,2,25,1
54,3.78,0.95,2.2,2,Free,0.85,33,3,15,0
50,3.66,0.14,1.6,4,Free,0.97,17,4,19,1
16,5.97,0.71,2.5,7,Premium,0.75,42,4,25,1
39,,0.07,2.7,3,Free,0.77,36,1,25,2
51,3.59,0.11,3.5,2,Free,0.53,5,1,21,1
21,5.94,0.51,4.7,5,Basic,0.1,44,4,2,0
56,8.89,0.46,1.1,3,Premium,0.67,24,3,15,1
61,2.51,0.95,,4,Free,0.15,16,4,25,0
59,,0.94,1.8,3,Premium,0.25,58,2,24,0
46,21.67,0.78,,3,Basic,0.71,15,4,14,2
35,,0.6,2.7,8,Free,0.66,54,2,10,0
39,6.89,0.45,3.9,4,Basic,0.31,54,4,5,0
40,8.35,0.36,2.0,4,Basic,0.77,55,6,1,0
51,0.24,0.95,3.4,5,Free,0.94,28,2,22,0
36,7.7,0.6,,2,Basic,0.55,0,2,28,2
45,5.7,0.58,4.6,3,Basic,0.68,59,1,6,0
39,6.31,0.23,4.8,2,Free,0.27,44,4,29,1
59,3.56,0.05,4.1,0,Free,0.97,41,5,29,2
57,0.68,0.95,4.6,5,Free,0.27,44,2,15,0
45,1.72,0.31,1.9,3,Free,0.89,19,4,0,0
37,24.09,,1.8,5,Free,0.93,25,3,12,2
43,4.2,0.11,1.0,4,Basic,0.72,20,2,3,0
22,5.03,,,6,Free,0.81,49,2,0,0
50,0.43,0.03,4.7,7,Free,0.46,49,1,21,1
43,0.31,0.83,1.7,4,Free,0.92,26,0,4,0
29,10.1,0.14,,5,Basic,0.74,35,4,28,2
25,6.18,0.89,4.0,1,Basic,0.33,34,3,29,0
31,5.69,0.73,4.7,2,Free,0.03,15,3,15,0
31,2.23,0.16,3.6,4,Premium,0.54,28,2,18,1
46,10.92,0.57,4.9,9,Basic,0.84,6,2,11,2
57,,,2.4,3,Basic,0.86,6,2,8,1
40,1.69,0.18,2.4,4,Free,0.84,33,1,24,1
28,4.94,0.92,3.2,7,Free,0.21,47,4,5,0
21,2.7,0.4,2.5,3,Premium,0.43,4,2,21,1
59,,0.86,1.0,5,Free,0.61,52,8,8,0
24,,0.17,,1,Basic,0.67,7,1,1,1
60,8.42,0.38,4.0,2,Basic,0.33,7,4,0,1
51,13.92,0.87,4.0,1,Premium,0.69,42,3,9,0
58,4.33,0.36,2.4,5,Free,0.59,28,3,2,0
35,0.61,0.95,3.1,2,Basic,0.57,51,8,23,0
33,2.56,0.95,2.4,6,Basic,0.66,9,5,17,0
58,,0.14,1.1,3,Free,0.6,0,1,23,2
36,,0.18,,5,Free,0.17,37,1,11,0
19,9.9,0.96,,4,Free,0.87,27,3,14,0
48,0.06,0.39,1.3,2,Free,0.24,6,7,13,0
42,5.84,0.0,4.0,3,Free,0.74,16,3,9,1
22,109.9,0.27,1.0,3,Basic,0.18,55,5,5,0
21,6.74,0.6,,1,Basic,0.66,47,4,19,0
30,20.28,0.8,3.1,5,Premium,0.9,45,2,19,2
33,27.64,0.13,4.9,2,Free,0.01,56,5,11,2
47,6.22,0.11,1.2,5,Free,0.98,23,4,27,2
26,4.9,0.92,3.3,3,Premium,0.03,34,4,22,0
35,23.21,0.75,2.4,4,Premium,0.01,8,0,22,2
39,8.96,0.59,4.4,3,Basic,0.86,41,1,8,0
30,0.54,0.77,,5,Free,0.71,2,2,29,1
63,5.01,0.43,,6,Premium,0.11,43,6,3,0
22,,0.76,4.4,7,Free,0.94,3,3,28,2
36,5.08,0.37,2.5,4,Free,0.67,31,5,26,1
57,,0.99,1.1,3,Basic,0.11,43,2,28,0
41,6.98,0.96,2.6,1,Basic,0.86,53,6,24,0
59,,0.42,3.6,1,Free,0.48,54,2,3,0
29,1.44,,2.0,3,Basic,0.28,12,4,1,0
52,5.6,0.35,,4,Basic,0.83,23,4,29,2
36,14.19,0.92,1.2,6,Premium,0.74,6,6,6,1
33,8.73,,3.4,2,Free,0.62,18,2,24,1
20,3.3,0.24,4.0,4,Free,0.9,58,2,10,0
18,21.93,0.8,2.7,4,Basic,0.86,26,6,15,2
38,19.46,0.43,2.7,4,Premium,0.23,49,3,9,1
41,1.88,0.92,1.4,5,Free,0.88,26,4,14,0
52,,0.87,1.8,3,Free,0.37,17,3,1,0
39,10.82,0.74,1.6,1,Free,0.43,29,4,11,0
64,14.06,0.47,2.9,4,Free,0.97,27,3,26,2
34,27.5,0.23,3.1,6,Premium,0.76,28,3,21,2
40,17.65,0.2,4.8,4,Free,0.32,8,3,21,2
36,7.34,0.43,1.3,10,Basic,0.65,38,4,14,1
27,,0.76,3.4,2,Free,0.54,38,0,10,0
56,0.23,0.61,3.1,6,Free,0.12,20,4,9,0
48,2.27,,3.1,9,Premium,0.89,44,1,2,0
19,4.92,0.28,,3,Basic,0.82,37,4,7,0
57,7.92,0.48,1.8,7,Basic,0.78,6,3,20,2
22,,0.04,,3,Basic,0.56,44,5,19,1
37,10.86,0.82,3.7,3,Free,0.22,24,5,19,1
48,2.63,0.99,2.4,5,Basic,0.88,25,4,4,0
32,6.66,0.41,1.1,3,Free,0.35,51,1,28,0
39,0.74,0.01,2.0,5,Premium,0.02,5,0,26,1
49,4.27,0.17,2.2,3,Basic,0.98,48,3,25,1
43,11.1,0.65,3.5,1,Free,0.86,54,3,10,0
58,9.46,0.61,1.7,4,Premium,0.62,19,6,28,2
56,37.37,,2.7,5,Basic,0.01,17,2,27,2
54,2.6,0.91,2.9,5,Free,0.23,19,5,11,0
37,5.52,0.92,2.8,9,Free,0.45,39,4,19,0
64,3.2,0.69,4.9,6,Premium,0.63,17,1,10,0
32,4.65,,1.2,2,Premium,0.71,46,0,5,0
49,15.56,0.55,4.8,3,Basic,0.79,0,4,7,2
21,9.22,,3.3,7,Free,0.56,32,4,12,1
61,17.13,0.45,4.2,3,Free,0.66,38,1,14,1
21,1.82,0.88,2.7,5,Free,0.81,47,4,1,0
49,16.53,,2.8,0,Basic,0.72,22,4,29,2
16,0.49,0.84,,2,Free,0.95,51,3,22,0
25,17.56,0.59,4.6,2,Premium,0.87,13,6,26,2
36,3.19,0.19,2.0,8,Free,0.17,27,2,5,0
20,3.02,,1.8,8,Basic,0.95,20,1,19,1
17,5.74,,3.0,5,Free,0.2,43,3,29,1
37,22.6,,4.6,4,Free,0.99,36,3,28,2
63,0.39,0.97,2.3,6,Basic,0.7,6,2,1,0
17,3.47,0.42,3.6,3,Basic,0.63,11,0,14,1
25,15.54,0.07,3.8,7,Basic,0.32,50,0,0,1
49,4.03,,4.1,3,Free,0.13,36,2,10,0
31,1.78,0.88,3.3,8,Free,0.13,38,2,7,0
63,4.42,,2.6,6,Premium,0.87,27,3,23,1
54,3.9,0.93,,5,Basic,0.43,58,5,8,0
37,19.76,0.38,3.4,4,Basic,0.56,6,1,14,2
27,11.48,0.76,3.9,4,Free,0.93,44,4,4,0
39,5.63,0.93,2.4,4,Basic,0.26,56,3,8,0
62,35.63,0.7,3.7,3,Free,0.76,51,6,3,2
55,5.01,0.26,2.0,4,Free,0.47,16,4,26,2
53,0.48,0.89,2.0,1,Free,0.21,36,5,9,0
25,2.43,0.53,3.9,2,Free,0.85,13,2,3,0
50,4.58,0.83,3.1,2,Free,0.68,42,2,4,0
64,,0.37,3.7,7,Free,0.09,51,5,18,0
47,23.59,0.1,2.1,4,Free,0.54,50,4,20,2
22,11.65,0.67,3.4,5,Basic,0.85,54,4,12,0
36,2.5,0.01,2.8,3,Premium,0.07,56,3,20,0
35,7.15,0.48,3.4,3,Free,0.42,3,3,10,1
41,10.23,0.19,2.2,4,Free,0.81,21,3,11,1
19,22.68,0.63,3.9,2,Free,0.86,48,2,13,2
61,17.07,0.98,4.2,7,Free,0.78,16,2,12,2
37,5.79,0.46,2.0,4,Free,0.31,34,3,25,1
30,11.92,0.82,,4,Free,0.51,45,3,3,0
55,6.61,0.91,3.6,4,Basic,0.74,52,4,12,0
36,6.44,0.5,3.8,5,Premium,0.15,31,5,26,1
30,0.98,0.93,3.8,1,Premium,0.59,37,2,4,0
37,1.08,0.89,3.7,5,Basic,0.72,56,2,20,0
43,6.03,,,5,Free,0.85,30,3,8,0
29,2.51,0.3,2.6,5,Basic,0.11,24,3,0,0
42,0.17,0.55,2.0,5,Basic,0.33,9,0,11,0
56,,0.22,1.6,4,Free,0.54,58,4,22,1
55,0.26,0.44,,4,Premium,0.7,48,3,16,0
43,7.24,0.48,,6,Basic,0.73,1,3,26,2
41,6.2,,,2,Basic,0.25,26,0,0,0
64,27.74,0.9,4.3,4,Free,0.01,11,2,18,2
17,5.3,0.41,4.4,1,Premium,0.69,55,1,4,0
40,0.53,0.02,4.6,2,Basic,0.91,52,4,11,0
18,6.42,0.86,2.6,3,Free,0.8,15,4,24,1
23,14.72,0.17,4.4,1,Free,0.62,15,3,24,2
59,46.08,0.62,1.6,3,Free,0.98,2,2,11,2
48,4.5,0.02,1.1,4,Free,0.43,24,6,10,1
57,,,4.1,4,Basic,0.53,17,3,29,1
50,18.97,0.99,1.3,3,Free,0.01,38,0,15,0
21,1.7,0.1,5.0,7,Premium,0.95,41,4,26,2
54,7.65,0.42,3.7,4,Premium,0.58,39,6,16,1
38,4.16,0.31,4.0,5,Free,0.39,31,3,29,1
40,0.34,0.91,2.0,3,Free,0.04,59,4,2,0
58,,,3.7,4,Free,0.36,49,4,10,0
34,,0.24,1.2,3,Free,0.0,48,1,16,0
20,9.27,0.08,4.4,8,Free,0.32,2,1,0,1
26,23.77,0.63,1.7,2,Free,0.95,7,2,14,2
27,2.5,1.0,3.8,6,Premium,0.15,51,3,8,0
25,13.35,0.67,1.9,5,Premium,0.55,4,3,17,2
23,,0.03,1.3,5,Premium,0.19,56,2,0,0
39,6.18,0.13,2.9,0,Basic,0.78,19,2,5,1
43,0.59,0.69,1.7,6,Premium,0.56,43,3,1,0
56,21.75,0.21,3.9,3,Basic,0.2,24,2,4,2
51,11.63,,2.0,2,Free,0.87,5,2,2,0
52,8.58,0.06,2.4,5,Basic,0.78,27,3,25,2
36,13.89,,3.3,1,Premium,0.95,22,4,4,1
23,8.34,1.0,2.1,1,Free,0.0,23,3,7,0
24,27.78,0.43,2.5,3,Free,0.46,9,5,5,2
62,10.01,,4.3,4,Free,1.0,9,1,10,1
30,20.69,0.18,1.7,3,Free,0.81,32,4,10,2
63,5.82,0.61,1.3,3,Free,0.83,8,3,10,1
61,1.0,0.73,2.3,4,Free,0.62,17,4,7,0
55,6.01,0.31,2.7,1,Premium,0.71,2,1,5,1
33,1.09,0.83,3.2,2,Premium,0.81,32,3,15,0
57,7.18,0.6,2.5,3,Premium,0.09,9,3,19,1
35,5.27,0.39,4.2,3,Free,0.69,26,2,19,1
21,,0.56,1.2,4,Free,0.82,34,5,25,1
27,,0.58,2.7,4,Free,0.04,17,2,25,0
17,1.73,0.17,2.5,5,Premium,0.3,6,4,2,0
22,5.41,1.0,3.6,1,Free,0.32,6,3,7,0
31,24.05,0.34,4.9,6,Basic,0.85,21,2,12,2
18,3.87,0.4,3.0,2,Free,0.78,9,3,9,1
60,4.42,1.0,4.9,7,Free,0.66,59,4,24,0
18,10.03,0.48,2.2,4,Free,0.8,26,3,29,2
42,7.41,0.94,1.1,2,Basic,0.45,44,4,7,0
58,2.84,0.29,1.7,3,Free,0.87,3,1,24,1
55,4.23,0.42,2.6,7,Free,0.23,11,3,9,0
53,1.96,0.79,2.3,5,Free,0.7,2,6,12,1
48,27.06,0.55,1.4,2,Basic,0.24,54,5,24,2
43,1.12,0.55,2.7,3,Free,0.04,47,2,2,0
16,,0.05,2.4,5,Premium,0.28,42,4,26,1
23,0.21,0.4,1.5,3,Free,0.49,2,3,27,1
52,2.01,0.27,2.2,1,Free,0.84,24,2,3,0
47,12.13,1.0,4.5,6,Basic,0.51,25,5,27,2
63,1.8,0.31,2.2,8,Free,0.18,39,3,29,1
58,0.67,0.88,,6,Basic,0.99,6,2,15,1
52,,0.68,3.4,2,Premium,0.27,45,1,28,0
19,0.08,0.96,2.7,5,Premium,0.99,33,1,2,0
45,0.71,0.54,2.0,5,Free,0.94,9,2,20,1
21,13.19,0.84,2.5,2,Free,0.54,2,6,8,1
61,11.81,0.86,3.4,4,Premium,0.09,55,1,18,0
34,,0.16,2.4,3,Free,0.7,27,2,11,2
47,15.42,0.34,1.9,4,Basic,0.85,10,2,5,2
24,9.2,0.34,1.5,1,Premium,0.45,50,4,3,0
27,0.43,0.04,4.5,4,Basic,0.24,31,4,13,0
26,12.22,0.6,2.8,8,Free,0.8,7,1,0,1
61,14.94,0.85,3.5,6,Basic,0.55,19,4,7,1
31,12.84,0.38,3.0,6,Free,0.2,4,2,18,2
16,5.68,0.74,4.5,4,Free,0.95,40,2,15,0
60,2.12,0.63,3.2,1,Free,0.95,12,3,28,1
36,14.93,0.38,2.9,3,Free,0.37,10,0,7,1
45,10.39,,4.7,6,Basic,0.06,57,3,4,0
28,31.61,,3.9,5,Basic,0.63,33,4,7,2
49,1.35,0.85,1.4,3,Basic,0.32,43,3,16,0
19,2.05,0.69,1.7,8,Premium,0.07,2,3,5,0
43,1.9,0.02,4.1,6,Free,0.89,14,4,2,1
53,,,4.3,3,Basic,1.0,59,2,20,1
46,1.66,0.07,3.2,3,Free,0.35,59,2,19,0
42,,0.57,3.2,7,Basic,0.74,32,1,27,1
20,52.35,0.76,3.5,8,Premium,0.07,55,0,28,2
40,0.2,0.11,2.8,2,Free,0.37,59,6,29,0
18,14.43,0.88,3.7,3,Basic,0.11,42,4,10,0
48,3.64,0.56,1.4,6,Free,0.06,56,1,12,0
19,,0.69,4.8,2,Basic,0.59,9,3,24,2
40,,0.97,4.0,5,Basic,0.8,56,2,18,0
35,18.55,0.08,,2,Basic,0.45,2,2,28,2
49,20.85,0.9,2.3,5,Free,0.52,45,4,22,2
41,0.07,0.13,1.6,0,Basic,0.27,52,3,19,0
20,0.63,0.39,2.6,2,Basic,0.74,47,2,2,0
50,2.31,,3.6,3,Free,0.36,40,4,25,0
43,8.85,0.91,3.5,1,Free,0.07,13,3,18,0
44,17.53,0.51,2.5,2,Free,0.17,52,2,19,1
24,4.93,0.59,3.5,3,Free,0.13,32,2,6,0
53,7.47,0.96,4.3,3,Free,0.44,32,4,10,0
21,,,1.1,3,Free,0.07,35,1,8,0
34,13.08,0.12,2.8,2,Premium,0.81,22,3,14,2
59,,0.81,4.0,5,Premium,0.91,54,2,11,2
26,2.5,0.48,,0,Premium,0.25,54,3,11,0
17,5.46,0.45,3.6,4,Premium,0.49,53,2,5,0
62,0.72,0.42,3.1,5,Free,0.52,0,4,16,1
59,6.55,0.51,5.0,3,Free,0.99,26,2,23,1
59,5.59,0.95,1.2,6,Premium,0.07,50,4,17,0
24,1.25,0.55,,3,Basic,0.67,31,3,26,0
36,4.67,0.95,1.4,6,Free,0.35,20,2,8,0
39,3.25,0.18,1.6,4,Free,0.5,43,4,10,0
49,5.9,0.72,2.5,7,Free,0.22,19,3,18,1
37,,0.81,1.6,2,Free,0.16,26,2,9,0
18,0.07,0.68,,2,Free,0.24,35,4,10,0
27,,0.61,4.8,3,Premium,0.07,40,3,22,1
43,9.99,0.56,2.3,3,Basic,0.28,31,3,5,0
45,3.65,0.86,3.6,5,Free,0.69,38,1,8,0
41,0.44,0.82,3.1,2,Free,0.65,56,3,15,0
63,11.25,0.12,4.3,3,Premium,0.55,28,4,26,2
36,24.84,0.95,3.5,2,Free,0.0,45,4,2,0
43,2.2,0.41,1.0,2,Basic,0.13,22,1,15,0
41,3.13,0.25,,1,Free,0.84,57,6,17,0
48,1.62,0.87,4.0,3,Free,0.27,34,3,18,0
36,6.88,0.43,3.0,6,Free,0.91,14,3,15,2
50,1.35,,4.6,4,Premium,0.87,42,3,3,0
49,3.52,0.26,4.6,7,Free,0.15,9,5,4,1
56,9.55,0.0,3.1,3,Free,0.9,51,1,21,1
62,6.57,0.5,3.4,9,Free,0.63,14,5,27,2
33,3.91,0.1,5.0,4,Basic,0.63,24,1,22,1
26,4.36,0.75,2.2,5,Basic,0.85,16,3,9,0
38,6.61,0.28,2.3,5,Free,0.41,50,4,29,1
63,0.05,0.44,1.7,3,Free,0.74,30,3,18,0
37,0.65,0.09,4.6,7,Basic,0.67,10,6,24,2
32,17.05,0.29,4.0,3,Basic,0.77,19,2,18,2
20,0.65,0.78,1.4,3,Premium,0.66,30,1,29,0
59,9.82,,4.9,5,Basic,0.08,15,2,2,1
26,20.21,0.65,3.9,2,Basic,0.29,35,6,7,1
45,2.53,0.92,4.4,9,Free,0.94,38,5,25,1
30,3.7,0.92,1.2,5,Basic,0.22,10,3,18,0
42,6.73,0.81,3.0,9,Premium,0.47,19,5,22,1
50,17.08,,3.8,3,Free,0.36,25,1,16,2
48,22.77,0.25,,7,Free,0.09,55,2,0,1
35,10.76,0.99,3.7,5,Basic,0.18,48,2,20,0
31,0.72,0.72,4.3,5,Basic,0.29,50,5,12,0
49,8.85,0.64,2.5,8,Basic,0.46,25,5,26,2
17,4.23,0.66,,6,Free,0.87,41,0,24,1
50,5.09,,1.7,4,Free,0.52,46,1,10,0
55,,0.04,2.1,5,Free,0.65,5,1,11,1
43,1.7,0.78,1.2,3,Premium,0.43,44,0,23,0
62,12.5,0.68,2.5,11,Premium,0.87,34,3,1,1
54,4.84,0.47,2.5,7,Free,0.66,7,2,23,2
21,2.87,0.99,4.2,3,Free,0.09,6,2,9,0
24,3.88,0.34,3.6,3,Free,0.48,36,1,8,0
35,15.42,0.29,2.7,4,Free,0.83,49,1,15,1
16,11.06,0.96,3.6,6,Free,0.73,58,3,3,0
23,2.54,0.8,1.2,2,Free,0.91,52,5,15,0
38,1.0,0.51,1.7,7,Basic,0.23,15,7,24,1
18,2.32,0.13,3.5,4,Basic,0.98,8,3,3,1
19,20.28,0.22,3.6,5,Free,0.29,10,5,23,2
40,6.97,0.66,4.1,3,Basic,0.05,20,6,22,1
62,6.1,0.39,2.6,4,Basic,0.5,59,3,6,0
53,7.26,0.84,3.9,3,Free,0.11,50,3,29,0
30,3.65,0.95,3.7,2,Basic,0.68,45,3,14,0
36,13.16,0.81,4.9,6,Free,0.9,6,2,24,2
50,,0.38,1.9,2,Free,0.92,11,2,28,2
61,0.99,0.79,,5,Free,0.61,50,4,23,0
29,1.11,,3.4,2,Premium,0.54,39,1,10,0
51,6.16,0.17,5.0,6,Basic,0.99,20,5,9,2
27,22.06,,1.8,6,Free,0.58,4,2,9,2
32,2.95,0.39,3.1,3,Premium,0.93,5,2,5,1
54,16.29,0.9,2.4,2,Free,0.92,42,3,19,1
24,11.55,,3.1,5,Premium,0.29,25,3,4,1
50,2.28,0.21,1.9,6,Basic,0.01,28,5,27,1
28,0.3,0.88,1.2,6,Basic,0.44,53,0,28,0
30,,0.03,3.3,2,Basic,0.86,2,5,19,2
33,10.43,0.79,2.3,7,Basic,0.84,10,4,0,1
48,1.78,0.32,1.7,2,Premium,0.6,22,0,21,0
21,3.71,0.04,2.3,2,Premium,0.16,24,5,24,1
42,5.57,0.92,1.2,3,Free,0.11,11,3,14,0
38,10.34,0.14,4.8,4,Free,0.95,0,1,22,2
42,,0.55,3.3,5,Free,0.42,3,3,25,1
49,4.17,0.27,4.3,6,Free,0.65,51,5,13,0
61,5.31,0.07,2.7,0,Free,0.91,0,3,3,1
53,6.23,0.05,4.6,1,Free,0.87,5,4,29,2
29,,,2.9,3,Free,0.57,33,3,11,1
51,1.51,0.07,3.3,4,Basic,0.49,26,4,14,1
23,13.2,0.76,3.0,8,Premium,0.74,44,1,16,1
50,9.44,0.49,3.9,8,Free,0.35,15,4,15,2
34,,0.34,3.3,2,Free,0.63,10,5,14,1
45,9.62,0.42,2.1,2,Free,0.02,13,3,7,0
29,4.25,0.93,,6,Premium,0.82,37,5,11,0
35,1.19,0.91,3.4,5,Free,1.0,47,1,17,0
64,8.77,,3.0,5,Premium,0.95,48,2,13,0
40,5.95,0.97,1.4,2,Premium,0.36,9,4,1,0
55,,0.32,2.6,7,Premium,0.53,52,5,22,1
39,3.3,0.38,3.1,1,Free,0.24,53,3,11,0
29,,0.61,4.3,4,Free,0.3,57,5,23,2
41,7.08,0.62,1.3,2,Premium,0.46,12,1,1,0
53,0.71,,2.4,7,Free,0.75,44,5,17,0
38,4.78,0.4,4.3,9,Basic,0.02,33,3,3,0
37,11.3,0.99,3.6,2,Free,0.39,32,2,27,1
63,12.64,0.82,2.2,3,Free,0.56,54,1,24,0
34,5.46,,4.4,5,Premium,0.22,32,3,8,0
61,18.01,0.73,3.0,4,Basic,0.08,38,4,7,1
18,,0.27,3.0,1,Basic,0.54,12,5,6,0
57,4.23,0.1,4.9,1,Basic,0.64,16,4,12,1
34,18.31,,4.8,2,Basic,0.64,8,3,23,2
24,18.13,,2.4,2,Basic,0.36,12,1,11,2
43,9.26,0.02,1.6,5,Premium,0.24,15,2,28,2
35,,0.81,2.3,6,Premium,0.22,36,3,11,1
60,0.74,0.36,1.1,2,Basic,0.04,53,7,22,0
22,16.02,,1.1,3,Free,0.18,29,5,12,1
29,3.09,0.07,,6,Free,0.82,38,3,18,1
24,1.57,0.17,4.8,1,Free,0.0,32,4,3,0
34,,0.89,4.5,2,Free,0.04,39,2,1,0
62,,0.61,3.0,6,Free,0.13,5,5,23,1
29,2.31,0.94,3.3,5,Free,0.42,11,4,12,0
53,3.09,0.88,1.0,5,Free,0.33,1,1,10,0
51,1.16,0.37,1.9,1,Free,0.18,32,3,23,0
55,2.81,0.3,1.1,4,Basic,0.11,14,3,26,1
32,6.79,,4.0,0,Free,0.94,16,2,6,0
45,4.67,1.0,,1,Basic,0.91,51,0,8,0
24,3.41,0.63,4.5,4,Free,0.77,34,3,26,1
48,10.98,0.93,,4,Basic,0.25,30,4,6,0
40,17.92,0.78,1.9,1,Premium,0.32,29,2,28,1
29,,0.36,1.6,5,Free,0.67,58,3,2,0
26,3.23,1.0,3.5,3,Premium,0.29,37,5,23,0
50,10.91,0.83,4.6,1,Basic,0.53,15,4,2,0
56,1.32,0.98,3.9,3,Free,0.65,41,3,0,0
29,1.12,0.87,2.4,2,Free,0.52,44,2,0,0
45,3.39,0.9,3.3,7,Premium,0.41,39,0,19,0
56,13.19,0.14,,5,Basic,0.35,16,4,13,2
19,2.26,,5.0,1,Free,0.78,59,1,1,0
19,0.52,1.0,4.0,6,Premium,0.74,6,2,10,0
43,1.13,0.04,3.5,7,Basic,0.7,55,3,9,0
23,15.66,0.22,2.7,3,Basic,0.37,4,1,14,2
17,8.04,0.31,3.5,6,Premium,0.78,39,4,10,1
56,2.34,0.62,2.4,4,Basic,0.96,26,1,29,1
61,6.48,0.53,1.1,3,Free,0.69,0,4,7,1
37,6.0,0.22,2.6,3,Basic,0.41,1,3,0,1
56,8.52,0.16,4.7,4,Premium,0.8,3,2,28,2
31,2.12,0.24,,4,Free,0.61,0,9,5,1
44,15.98,,1.3,6,Free,0.88,28,2,19,2
64,2.96,0.27,4.5,4,Free,0.71,20,2,7,1
63,9.48,0.95,2.1,4,Free,0.77,41,5,18,0
45,0.13,0.46,2.0,6,Free,0.67,34,4,20,0
27,3.73,0.06,2.2,6,Premium,0.09,33,1,22,1
50,3.47,0.73,3.3,6,Premium,0.49,38,3,16,0
26,,,3.2,4,Free,0.06,1,1,13,1
61,0.6,0.85,3.0,7,Basic,0.45,24,5,3,0
36,12.49,0.28,3.9,4,Basic,0.72,5,6,1,2
36,1.96,0.57,2.3,3,Free,0.42,7,4,15,0
20,9.04,0.77,,3,Free,0.0,34,1,19,0
63,13.01,0.93,1.7,5,Free,0.37,52,2,1,0
35,,0.26,,4,Basic,0.07,18,8,10,1
52,10.8,0.33,3.7,3,Free,0.78,8,2,13,2
18,8.67,0.46,3.7,3,Free,0.78,32,1,17,1
59,3.51,0.93,2.9,1,Free,0.81,7,7,9,0
48,13.24,0.95,3.7,5,Premium,0.03,37,1,22,0
24,2.79,0.09,1.3,1,Basic,0.03,31,2,23,0
24,6.77,0.13,4.4,2,Free,0.9,22,3,11,1
19,10.94,0.5,1.2,8,Premium,0.12,33,8,10,1
50,3.81,0.11,,5,Free,0.67,22,3,22,1
32,2.89,0.35,3.3,5,Basic,0.8,45,3,8,0
49,4.92,0.15,4.0,3,Free,0.45,31,1,23,1
39,13.63,0.64,1.3,1,Free,0.55,0,4,27,2
47,,0.95,,2,Premium,0.23,6,0,26,2
16,6.3,1.0,,6,Basic,0.92,42,2,15,0
23,8.67,0.38,3.4,4,Free,0.3,47,4,7,0
60,,0.6,2.9,2,Free,0.22,23,5,21,2
38,0.83,0.96,4.0,3,Free,0.53,1,2,4,0
62,2.11,,2.3,6,Basic,0.19,57,2,14,0
55,9.87,,3.0,3,Free,0.69,17,5,14,1
27,13.89,0.41,4.7,4,Basic,0.52,18,1,16,2
27,,,4.8,4,Premium,0.15,41,2,29,2
61,4.29,0.4,4.7,7,Free,0.07,35,0,1,0
62,0.75,0.08,2.0,3,Premium,0.14,55,3,12,0
30,4.61,0.7,1.9,5,Free,0.14,27,5,25,0
56,2.1,,2.2,5,Basic,0.31,34,3,10,0
34,2.75,0.93,,4,Basic,0.83,31,4,0,0
41,11.84,0.12,2.3,4,Free,0.06,12,1,29,2
44,0.63,0.86,2.5,2,Free,0.13,5,6,8,0
37,14.06,0.49,3.5,3,Premium,0.3,28,7,3,1
55,4.46,0.57,4.1,2,Free,0.55,9,3,15,1
36,7.25,0.99,,5,Basic,0.76,58,3,15,0
53,0.75,0.41,,3,Free,0.92,39,5,2,0
35,3.29,0.19,1.1,0,Free,0.41,9,4,25,1
44,0.75,0.75,,7,Basic,0.11,33,7,17,0
19,26.07,0.13,,2,Basic,0.21,19,7,6,2
